"","Anexo","cod_orgao","nom_orgao","mes","ano","pg_mes","lim_sq_sd","pg_sd","cred_sd","a_liq_sd","liq_a_pg_sd","nome_orgao","lim_pag"
"277","Anexo III","35000","MINISTERIO DAS RELACOES EXTERIORES",3,"2019",772.710138098,5333.42341,1548.525244748,2945.743923094,0.0462,89.7817386465,"Ministério das Relações Exteriores",721
"278","Anexo III","35000","MINISTERIO DAS RELACOES EXTERIORES",4,"2019",365.241011089,5036.7841,1913.766255837,2064.83821361,0.15243,3.66814666149999,"Ministério das Relações Exteriores",1122
"279","Anexo III","35000","MINISTERIO DAS RELACOES EXTERIORES",5,"2019",286.9800057835,5368.23447,2200.7462616205,1705.654567071,40.54757,1.78844999999999,"Ministério das Relações Exteriores",1523
"280","Anexo III","35000","MINISTERIO DAS RELACOES EXTERIORES",6,"2019",557.1799010875,5668.56459,2757.926162708,1367.498468868,351.25376,48.90561,"Ministério das Relações Exteriores",1923
"281","Anexo III","35000","MINISTERIO DAS RELACOES EXTERIORES",7,"2019",929.060702934,5644.70563,3686.986865642,772.866788541,319.52466,221.59333,"Ministério das Relações Exteriores",2324
"282","Anexo III","35000","MINISTERIO DAS RELACOES EXTERIORES",8,"2019",1036.2155049755,6532.63054,4723.2023706175,347.25532073,484.69427,0.103000000000006,"Ministério das Relações Exteriores",2725
"283","Anexo III","35000","MINISTERIO DAS RELACOES EXTERIORES",9,"2019",357.377413016001,6831.85489,5080.5797836335,1381.818090416,485.69044,15.86149,"Ministério das Relações Exteriores",3125
"284","Anexo III","35000","MINISTERIO DAS RELACOES EXTERIORES",10,"2019",986.38655129625,6556.24806,6066.96633492975,874.83297685,143.70759,1.11300000000001,"Ministério das Relações Exteriores",3526
"285","Anexo III","35000","MINISTERIO DAS RELACOES EXTERIORES",11,"2019",907.40258437315,7283.70326,6974.3689193029,331.2611372,818.46246,1.82300000000001,"Ministério das Relações Exteriores",3927
"286","Anexo III","35000","MINISTERIO DAS RELACOES EXTERIORES",12,"2019",815.229404328699,6846.15577,7789.5983236316,137.730955664,0.000880000000033817,0.103000000000006,"Ministério das Relações Exteriores",4327
"287","Anexo III","36000","MINISTERIO DA SAUDE",2,"2019",2064.29173,7367.78608,5481.84116,28927.45592,12484.86933,626.71827,"Ministério da Saúde",5553
"288","Anexo III","36000","MINISTERIO DA SAUDE",3,"2019",1890.1732,1615.11523,7372.01436,27737.82195,12166.87464,519.34083,"Ministério da Saúde",8329
"289","Anexo III","36000","MINISTERIO DA SAUDE",4,"2019",2232.10034,5080.19485,9604.1147,26859.83184,10681.7287,668.62567,"Ministério da Saúde",11106
"290","Anexo III","36000","MINISTERIO DA SAUDE",5,"2019",2441.94664,4001.1238,12046.06134,26477.31768,9050.29513,223.28366,"Ministério da Saúde",13882
"291","Anexo III","36000","MINISTERIO DA SAUDE",6,"2019",531.008460000001,5339.43183,12577.0698,25414.24176,9653.57846,151.78613,"Ministério da Saúde",16658
"292","Anexo III","36000","MINISTERIO DA SAUDE",7,"2019",3340.30151,3095.7998,15917.37131,24920.87323,6478.0042,321.71626,"Ministério da Saúde",19435
"293","Anexo III","36000","MINISTERIO DA SAUDE",8,"2019",1080.03245,5851.05482,16997.40376,16967.88254,5827.19385,431.36953,"Ministério da Saúde",22211
"294","Anexo III","36000","MINISTERIO DA SAUDE",9,"2019",1660.36333,5438.12692,18657.76709,14559.26217,5203.01968,379.69212,"Ministério da Saúde",24987
"295","Anexo III","36000","MINISTERIO DA SAUDE",10,"2019",1668.60886,6211.77819,20326.37595,13269.83176,4400.88009,111.17833,"Ministério da Saúde",27764
"296","Anexo III","36000","MINISTERIO DA SAUDE",11,"2019",918.093350000001,6037.4012,21244.4693,11811.28886,4954.8849,20.6313,"Ministério da Saúde",30540
"297","Anexo III","36000","MINISTERIO DA SAUDE",12,"2019",2527.61578,1720.89611,23772.08508,11367.7222,1574.08496,0.397999999999982,"Ministério da Saúde",33317
"298","Anexo III","39000","MINISTERIO DA INFRAESTRUTURA",2,"2019",21178.80696,2293329.18663,37026.15611,256063.00797,54663.34248,4285.04241,"Ministério da Infraestrutura",33269
"299","Anexo III","39000","MINISTERIO DA INFRAESTRUTURA",3,"2019",14756.59754,2308725.817,51782.75365,248934.31874,47030.83108,2922.23087,"Ministério da Infraestrutura",49903
"300","Anexo III","39000","MINISTERIO DA INFRAESTRUTURA",4,"2019",32412.37222,2303885.86918,84195.12587,55137.0477,145131.64713,4751.18741,"Ministério da Infraestrutura",77627
"301","Anexo III","39000","MINISTERIO DA INFRAESTRUTURA",5,"2019",22592.87985,2289313.87665,106788.00572,45059.63728,160614.42474,4959.30567,"Ministério da Infraestrutura",105351
"302","Anexo III","39000","MINISTERIO DA INFRAESTRUTURA",6,"2019",21863.93708,2306450.56046,128651.9428,42580.43287,139835.63251,5705.13793,"Ministério da Infraestrutura",133074
"303","Anexo III","39000","MINISTERIO DA INFRAESTRUTURA",7,"2019",20942.15117,2312746.7606,149594.09397,38183.7152,123018.44248,5427.87339,"Ministério da Infraestrutura",160798
"304","Anexo III","39000","MINISTERIO DA INFRAESTRUTURA",8,"2019",22118.74335,2328441.10773,171712.83732,47519.52327,105856.43993,6173.91863,"Ministério da Infraestrutura",188522
"305","Anexo III","39000","MINISTERIO DA INFRAESTRUTURA",9,"2019",15775.01865,2346022.63311,187487.85597,35329.30644,96338.69471,3223.37709,"Ministério da Infraestrutura",216246
"306","Anexo III","39000","MINISTERIO DA INFRAESTRUTURA",10,"2019",20100.21385,2344150.56399,207588.06982,44114.05253,82953.84017,2473.71863,"Ministério da Infraestrutura",243970
"307","Anexo III","39000","MINISTERIO DA INFRAESTRUTURA",11,"2019",18692.23111,2381416.72881,226280.30093,44492.85447,68099.93029,5854.51202,"Ministério da Infraestrutura",271694
"308","Anexo III","39000","MINISTERIO DA INFRAESTRUTURA",12,"2019",26381.65778,2371775.03047,252661.95871,18478.52587,4683.70535,2566.21746,"Ministério da Infraestrutura",299417
"309","Anexo III","44000","MINISTERIO DO MEIO AMBIENTE",2,"2019",13640.67393,110668.77658,24997.07047,208028.70973,70391.45939,2770.05218,"Ministério do Meio Ambiente",26579
"310","Anexo III","44000","MINISTERIO DO MEIO AMBIENTE",3,"2019",11943.82388,127534.03396,36940.89435,195428.53496,59776.22982,3081.65322,"Ministério do Meio Ambiente",39869
"311","Anexo III","44000","MINISTERIO DO MEIO AMBIENTE",4,"2019",19599.83141,138595.94363,56540.72576,54570.46079,117659.85669,4456.08713,"Ministério do Meio Ambiente",62018
"312","Anexo III","44000","MINISTERIO DO MEIO AMBIENTE",5,"2019",16300.9826,142952.32131,72841.70836,50397.28101,105958.48964,14127.72563,"Ministério do Meio Ambiente",84167
"313","Anexo III","44000","MINISTERIO DO MEIO AMBIENTE",6,"2019",19863.10885,140429.96103,92704.81721,32609.4268,105495.17117,15864.0896,"Ministério do Meio Ambiente",106316
"314","Anexo III","44000","MINISTERIO DO MEIO AMBIENTE",7,"2019",27638.01439,131813.97014,120342.8316,20501.91428,106507.99776,3739.78587,"Ministério do Meio Ambiente",128465
"315","Anexo III","44000","MINISTERIO DO MEIO AMBIENTE",8,"2019",15367.08052,133499.46823,135709.91212,21435.12512,100513.656,7394.11436,"Ministério do Meio Ambiente",150615
"316","Anexo III","44000","MINISTERIO DO MEIO AMBIENTE",9,"2019",24732.66454,168157.25316,160442.57666,10830.91492,89069.53324,5104.52182,"Ministério do Meio Ambiente",172764
"317","Anexo III","44000","MINISTERIO DO MEIO AMBIENTE",10,"2019",24938.67996,167325.93617,185381.25662,9473.78861000001,93189.36588,3411.80664,"Ministério do Meio Ambiente",194913
"318","Anexo III","44000","MINISTERIO DO MEIO AMBIENTE",11,"2019",21547.72064,157535.92779,206928.97726,14066.97306,72721.0419,2069.92599,"Ministério do Meio Ambiente",217062
"319","Anexo III","44000","MINISTERIO DO MEIO AMBIENTE",12,"2019",34366.30251,152305.7732,241295.27977,11989.97857,7331.66873999997,1948.30691,"Ministério do Meio Ambiente",239212
"320","Anexo III","52000","MINISTERIO DA DEFESA",2,"2019",90388.300176978,235920.1439,172257.883173485,695310.534397695,783196.01393684,45019.42621354,"Ministério da Defesa",200753
"321","Anexo III","52000","MINISTERIO DA DEFESA",3,"2019",256713.628808329,201758.86088,428971.511981814,497693.908924943,696391.143187842,45593.14813327,"Ministério da Defesa",301129
"322","Anexo III","52000","MINISTERIO DA DEFESA",4,"2019",163001.231481001,370581.96547,591972.743462815,915775.368301008,783617.657714849,34067.382403039,"Ministério da Defesa",468423
"323","Anexo III","52000","MINISTERIO DA DEFESA",5,"2019",154729.253664996,200744.86362,746701.997127811,467053.157189023,875312.148008193,58302.28922967,"Ministério da Defesa",635717
"324","Anexo III","52000","MINISTERIO DA DEFESA",6,"2019",168002.002616083,211840.88396,914703.999743894,404175.786004694,747384.056343296,55735.83631878,"Ministério da Defesa",803011
"325","Anexo III","52000","MINISTERIO DA DEFESA",7,"2019",139317.943563299,204322.95685,1054021.94330719,338182.884819791,675169.509031561,46408.173632152,"Ministério da Defesa",970305
"326","Anexo III","52000","MINISTERIO DA DEFESA",8,"2019",135407.805395387,204039.04634,1189429.74870258,274604.642393145,602926.11665399,81139.790189735,"Ministério da Defesa",1137599
"327","Anexo III","52000","MINISTERIO DA DEFESA",9,"2019",119796.404443536,389570.27269,1309226.15314612,494552.285569952,556710.42248486,85027.152656552,"Ministério da Defesa",1304893
"328","Anexo III","52000","MINISTERIO DA DEFESA",10,"2019",157451.215952898,235134.62912,1466677.36909901,288465.451941568,606383.584875359,53982.290832397,"Ministério da Defesa",1472187
"329","Anexo III","52000","MINISTERIO DA DEFESA",11,"2019",203416.444841066,222654.8897,1670093.81394008,153054.64068112,809059.43737088,30375.44274992,"Ministério da Defesa",1639481
"330","Anexo III","52000","MINISTERIO DA DEFESA",12,"2019",241164.25117039,229766.84262,1911258.06511047,2785.96466079094,94183.2622657761,7241.28695914898,"Ministério da Defesa",1806775
"331","Anexo III","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",2,"2019",8658.30902,42102.95639,10976.9448,389553.83474,59996.18062,6913.0045,"Ministério do Desenvolvimento Regional",38926
"332","Anexo III","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",3,"2019",8935.955,40427.25251,19912.8998,276810.83046,56558.87454,9171.8798,"Ministério do Desenvolvimento Regional",58389
"333","Anexo III","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",4,"2019",14968.13854,52381.17794,34881.03834,114548.09899,53369.31636,13457.80352,"Ministério do Desenvolvimento Regional",85579
"334","Anexo III","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",5,"2019",19432.53531,40349.68677,54313.57365,83869.71306,80831.34164,14027.47223,"Ministério do Desenvolvimento Regional",112769
"335","Anexo III","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",6,"2019",19549.8681,67235.13539,73863.44175,71251.59202,69925.04303,14576.81361,"Ministério do Desenvolvimento Regional",139960
"336","Anexo III","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",7,"2019",20581.79113,38815.51664,94445.23288,46817.69944,62166.29104,21600.91812,"Ministério do Desenvolvimento Regional",167150
"337","Anexo III","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",8,"2019",22001.38534,75239.17234,116446.61822,29555.13008,61997.21428,18637.92993,"Ministério do Desenvolvimento Regional",194340
"338","Anexo III","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",9,"2019",13810.3438,54764.41534,130256.96202,22019.69726,57479.844,17898.61921,"Ministério do Desenvolvimento Regional",221530
"339","Anexo III","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",10,"2019",18992.13711,93981.06927,149249.09913,51417.0028,59577.13934,24391.7366,"Ministério do Desenvolvimento Regional",248720
"340","Anexo III","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",11,"2019",15980.80705,55699.8903,165229.90618,77839.33173,60953.49383,29405.91791,"Ministério do Desenvolvimento Regional",275911
"341","Anexo III","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",12,"2019",33549.91463,49730.53546,198779.82081,13285.05839,10266.77037,29906.11254,"Ministério do Desenvolvimento Regional",303101
"342","Anexo III","54000","MINISTERIO DO TURISMO",2,"2019",219.70399,1002.91731,219.70399,1765.114,101.29601,0,"Ministério do Turismo",232
"343","Anexo III","54000","MINISTERIO DO TURISMO",3,"2019",52.97398,991.11898,272.67797,1531.15043,282.2856,0,"Ministério do Turismo",348
"344","Anexo III","54000","MINISTERIO DO TURISMO",4,"2019",72.92667,957.33159,345.60464,730.04486,498.3225,0,"Ministério do Turismo",541
"345","Anexo III","54000","MINISTERIO DO TURISMO",5,"2019",217.93309,1057.05428,563.53773,370.28062,640.15365,0,"Ministério do Turismo",734
"346","Anexo III","54000","MINISTERIO DO TURISMO",6,"2019",178.20238,956.92797,741.74011,353.28062,478.95127,0,"Ministério do Turismo",927
"347","Anexo III","54000","MINISTERIO DO TURISMO",7,"2019",83.97266,1357.65314,825.71277,5.82076609134674e-14,748.25923,0,"Ministério do Turismo",1120
"348","Anexo III","54000","MINISTERIO DO TURISMO",8,"2019",135.80294,1169.48467,961.51571,5.82076609134674e-14,612.45629,0,"Ministério do Turismo",1313
"349","Anexo III","54000","MINISTERIO DO TURISMO",9,"2019",0,2494.42947,961.51571,405.97157,206.48472,0,"Ministério do Turismo",1507
"350","Anexo III","54000","MINISTERIO DO TURISMO",10,"2019",0,1067.02474,961.51571,405.97157,205.6166,0.86812,"Ministério do Turismo",1700
"351","Anexo III","54000","MINISTERIO DO TURISMO",11,"2019",77.72126,1702.49472,1039.23697,918.11357,128.76346,0,"Ministério do Turismo",1893
"352","Anexo III","54000","MINISTERIO DO TURISMO",12,"2019",22.69328,1252.80781,1061.93025,822.11641,-1.4210854715202e-14,0,"Ministério do Turismo",2086
"353","Anexo III","55000","MINISTERIO DA CIDADANIA",2,"2019",4410.67794,286758.08166,5346.68149,33941.1382,41173.41051,94.08775,"Ministério da Cidadania",8278
"354","Anexo III","55000","MINISTERIO DA CIDADANIA",3,"2019",7146.57144,376383.35488,12493.25293,33941.0212,34939.58952,49.03594,"Ministério da Cidadania",12417
"355","Anexo III","55000","MINISTERIO DA CIDADANIA",4,"2019",5515.24795,351214.56905,18008.50088,45075.66931,17336.19919,80.99074,"Ministério da Cidadania",19316
"356","Anexo III","55000","MINISTERIO DA CIDADANIA",5,"2019",1820.11608,202195.98781,19828.61696,42329.51131,18174.88075,44.0061,"Ministério da Cidadania",26215
"357","Anexo III","55000","MINISTERIO DA CIDADANIA",6,"2019",1232.18783,204039.8723,21060.80479,34175.51131,17989.89841,8379.31718,"Ministério da Cidadania",33113
"358","Anexo III","55000","MINISTERIO DA CIDADANIA",7,"2019",10004.70059,193979.13374,31065.50538,14052.86877,17703.36944,26.6823900000001,"Ministério da Cidadania",40012
"359","Anexo III","55000","MINISTERIO DA CIDADANIA",8,"2019",3675.4652,249449.52924,34740.97058,10329.26995,18411.30903,25.2504200000001,"Ministério da Cidadania",46910
"360","Anexo III","55000","MINISTERIO DA CIDADANIA",9,"2019",3713.90504,250798.68991,38454.87562,7271.61218,15201.54301,312.73517,"Ministério da Cidadania",53809
"361","Anexo III","55000","MINISTERIO DA CIDADANIA",10,"2019",6912.58069000001,246860.56639,45367.45631,11851.69376,11895.68509,125.93082,"Ministério da Cidadania",60707
"362","Anexo III","55000","MINISTERIO DA CIDADANIA",11,"2019",2288.45576,200635.32252,47655.91207,20389.67809,9793.33621,25.2504200000001,"Ministério da Cidadania",67606
"363","Anexo III","55000","MINISTERIO DA CIDADANIA",12,"2019",4692.38851,240793.03891,52348.30058,4816.18536,5765.46003,25.5447700000001,"Ministério da Cidadania",74505
"364","Anexo III","63000","ADVOCACIA-GERAL DA UNIAO",2,"2019",0,4449.85692,6.8,1242.953,1921.9577,25.4394,"Advocacia-Geral da União",138
"365","Anexo III","63000","ADVOCACIA-GERAL DA UNIAO",3,"2019",0,4449.85692,6.8,1242.953,1921.9577,25.4394,"Advocacia-Geral da União",207
"366","Anexo III","63000","ADVOCACIA-GERAL DA UNIAO",4,"2019",532.28476,4078.28198,539.08476,0,1389.67294,25.4394,"Advocacia-Geral da União",322
"367","Anexo III","63000","ADVOCACIA-GERAL DA UNIAO",5,"2019",25.4394,4822.76501,564.52416,0,1389.67294,0,"Advocacia-Geral da União",437
"368","Anexo III","63000","ADVOCACIA-GERAL DA UNIAO",6,"2019",5.20364000000001,4817.46637,569.7278,0,1384.4693,0,"Advocacia-Geral da União",552
"369","Anexo III","63000","ADVOCACIA-GERAL DA UNIAO",7,"2019",2.1587699999999,4817.98979,571.88657,0,1384.99272,0,"Advocacia-Geral da União",668
"370","Anexo III","63000","ADVOCACIA-GERAL DA UNIAO",8,"2019",931.49826,4127.27604,1503.38483,0,451.97397,0,"Advocacia-Geral da União",783
"371","Anexo III","63000","ADVOCACIA-GERAL DA UNIAO",9,"2019",0,4127.27604,1503.38483,0,451.97397,0,"Advocacia-Geral da União",898
"372","Anexo III","63000","ADVOCACIA-GERAL DA UNIAO",10,"2019",0,4127.27604,1503.38483,0,451.97397,0,"Advocacia-Geral da União",1013
"373","Anexo III","63000","ADVOCACIA-GERAL DA UNIAO",11,"2019",0,4148.19204,1503.38483,1242.953,471.72997,0,"Advocacia-Geral da União",1128
"374","Anexo III","63000","ADVOCACIA-GERAL DA UNIAO",12,"2019",13.3056699999999,4138.8727,1516.6905,1242.953,450.81397,0,"Advocacia-Geral da União",1243
"375","Anexo III","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",2,"2019",0,11.9108900000006,0,16000,4337.92731,116.147,"Ministério da Mulher, da Família e dos Direitos Humanos",1781
"376","Anexo III","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",3,"2019",485.14967,4.8871400000006,485.14967,16000,3852.77764,116.147,"Ministério da Mulher, da Família e dos Direitos Humanos",2672
"377","Anexo III","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",4,"2019",649.65551,766.645580000001,1134.80518,10931.97117,3203.12213,116.147,"Ministério da Mulher, da Família e dos Direitos Humanos",4157
"378","Anexo III","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",5,"2019",0,15.7901200000006,1134.80518,10931.97117,3203.12213,116.147,"Ministério da Mulher, da Família e dos Direitos Humanos",5641
"379","Anexo III","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",6,"2019",0,16.3681900000006,1134.80518,8655.95317,3203.12213,116.147,"Ministério da Mulher, da Família e dos Direitos Humanos",7126
"380","Anexo III","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",7,"2019",0,1402.1043,1134.80518,7590.95317,3203.12213,116.147,"Ministério da Mulher, da Família e dos Direitos Humanos",8610
"381","Anexo III","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",8,"2019",0,0.700890000000764,1134.80518,8655.95317,3203.12213,116.147,"Ministério da Mulher, da Família e dos Direitos Humanos",10095
"382","Anexo III","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",9,"2019",0,314.302250000001,1134.80518,16000,3203.12213,116.147,"Ministério da Mulher, da Família e dos Direitos Humanos",11580
"383","Anexo III","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",10,"2019",200,2794.59671,1334.80518,15182.82,3820.30213,116.147,"Ministério da Mulher, da Família e dos Direitos Humanos",13064
"384","Anexo III","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",11,"2019",0,0.76089000000088,1334.80518,12860.99155,5377.13058,116.147,"Ministério da Mulher, da Família e dos Direitos Humanos",14549
"385","Anexo III","81000","MINIST. MULHER, FAMILIA E DIREITOS HUMANOS",12,"2019",2019.72943,35485.68102,3354.53461,10331.63057,2999.62453,116.147,"Ministério da Mulher, da Família e dos Direitos Humanos",16033
"386","Anexo IV","20000","PRESIDENCIA DA REPUBLICA",2,"2019",0,0,0,0,0,0,"Presidência da República",8278
"387","Anexo IV","20000","PRESIDENCIA DA REPUBLICA",3,"2019",0,0,0,74500,0,0,"Presidência da República",12417
"388","Anexo IV","20000","PRESIDENCIA DA REPUBLICA",4,"2019",0,0,0,59265.061,0,0,"Presidência da República",19315
"389","Anexo IV","20000","PRESIDENCIA DA REPUBLICA",5,"2019",0,0,0,53965.061,0,0,"Presidência da República",26213
"390","Anexo IV","20000","PRESIDENCIA DA REPUBLICA",6,"2019",0,0,0,53965.061,0,0,"Presidência da República",33111
"391","Anexo IV","20000","PRESIDENCIA DA REPUBLICA",7,"2019",0,0,0,27402.061,0,0,"Presidência da República",40009
"392","Anexo IV","20000","PRESIDENCIA DA REPUBLICA",8,"2019",0,0,0,27402.061,0,0,"Presidência da República",46907
"393","Anexo IV","20000","PRESIDENCIA DA REPUBLICA",9,"2019",0,0,0,27402.061,0,0,"Presidência da República",53806
"394","Anexo IV","20000","PRESIDENCIA DA REPUBLICA",10,"2019",0,0,0,27402.061,0,0,"Presidência da República",60704
"395","Anexo IV","20000","PRESIDENCIA DA REPUBLICA",11,"2019",0,0,0,33037.169,0,0,"Presidência da República",67602
"396","Anexo IV","20000","PRESIDENCIA DA REPUBLICA",12,"2019",0,0,0,0.169,0,0,"Presidência da República",74500
"397","Anexo IV","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",2,"2019",1530.29931,147866.14607,3228.22372,3032.30745,89130.4579,3481.35825,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",151079
"398","Anexo IV","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",3,"2019",169279.70756,56148.6894,172507.93128,1156366.15449,123636.30436,3398.95146,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",226619
"399","Anexo IV","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",4,"2019",3765.68334999999,59143.00605,176273.61463,39013.3620599999,163666.56569,3394.95146,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",352519
"400","Anexo IV","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",5,"2019",4550.39040000001,63276.61565,180824.00503,39590.0624299999,159627.50152,3231.83409,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",478418
"401","Anexo IV","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",6,"2019",67787.51192,5094.01296,248611.51695,39409.9158399999,94533.78693,713.18463,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",604318
"402","Anexo IV","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",7,"2019",4459.15579000002,8394.85717,253070.67274,38942.3558199999,69774.86405,22555.60251,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",730217
"403","Anexo IV","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",8,"2019",19222.47689,1208.97105,272293.14963,35029.4321599999,64820.65882,9038.20251,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",856117
"404","Anexo IV","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",9,"2019",2983.04574000001,6276.92531,275276.19537,26281.1169299999,74052.52169,7538.7927,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",982016
"405","Anexo IV","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",10,"2019",12571.60582,2546.69331,287847.80119,24804.9262199999,68089.69693,2406.20235,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",1107916
"406","Anexo IV","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",11,"2019",20209.63277,170712.87631,308057.43396,17572.9917699999,1093455.35592,247.288699999999,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",1233815
"407","Anexo IV","24000","MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES",12,"2019",1053491.68353,6151.09981,1361549.11749,1535.05322999989,12791.3050799998,210.231129999999,"Ministério da Ciência, Tecnologia, Inovações e Comunicações",1359715
"408","Anexo IV","25000","MINISTERIO DA ECONOMIA",2,"2019",0,164.16538,35.4,0,220419.80282,0,"Ministério da Economia",5250
"409","Anexo IV","25000","MINISTERIO DA ECONOMIA",3,"2019",17.5,146.66538,52.9,47250,220402.30282,0,"Ministério da Economia",7875
"410","Anexo IV","25000","MINISTERIO DA ECONOMIA",4,"2019",146.66538,0,199.56538,37587.572,220255.63744,0,"Ministério da Economia",12250
"411","Anexo IV","25000","MINISTERIO DA ECONOMIA",5,"2019",-0.822580000000016,0.82258,198.7428,19391.88288,226152.14914,0,"Ministério da Economia",16625
"412","Anexo IV","25000","MINISTERIO DA ECONOMIA",6,"2019",0.93124000000002,69.89134,199.67404,19391.88288,226151.00977,0.20813,"Ministério da Economia",21000
"413","Anexo IV","25000","MINISTERIO DA ECONOMIA",7,"2019",21.22521,26611.7855,220.89925,19391.88288,252692.78456,0.20813,"Ministério da Economia",25375
"414","Anexo IV","25000","MINISTERIO DA ECONOMIA",8,"2019",26602.76895,9.01655000000089,26823.6682,17817.87628,227664.23034,0,"Ministério da Economia",29750
"415","Anexo IV","25000","MINISTERIO DA ECONOMIA",9,"2019",28553.99017,10.1759000000009,55377.65837,17785.1856,199132.72977,0.20108,"Ministério da Economia",34125
"416","Anexo IV","25000","MINISTERIO DA ECONOMIA",10,"2019",50013.80526,7.56920000000089,105391.46363,17777.87628,149025.35814,101.07677,"Ministério da Economia",38500
"417","Anexo IV","25000","MINISTERIO DA ECONOMIA",11,"2019",26011.90892,6.89476000000089,131403.37255,26672.00507,117203.8737,1.04805,"Ministério da Economia",42875
"418","Anexo IV","25000","MINISTERIO DA ECONOMIA",12,"2019",45555.17696,4785.49683,176958.54951,9714.56065,20000,43417.93176,"Ministério da Economia",47250
"419","Anexo IV","26000","MINISTERIO DA EDUCACAO",2,"2019",36849.21227,44923.75353,50699.02334,10647.98333,4533911.90308,99616.89875,"Ministério da Educação",3333
"420","Anexo IV","26000","MINISTERIO DA EDUCACAO",3,"2019",17100.18644,42878.0208,67799.20978,33549.57904,4527309.83262,98493.86706,"Ministério da Educação",5000
"421","Anexo IV","26000","MINISTERIO DA EDUCACAO",4,"2019",11657.07478,39502.57273,79456.28456,4285.02494,4524935.58991,102154.39099,"Ministério da Educação",7778
"422","Anexo IV","26000","MINISTERIO DA EDUCACAO",5,"2019",22911.40534,39410.80345,102367.6899,2998.9895,4513145.95437,98628.35316,"Ministério da Educação",10556
"423","Anexo IV","26000","MINISTERIO DA EDUCACAO",6,"2019",12490.1023,39141.927,114857.7922,301.48,4503075.27899,97438.17874,"Ministério da Educação",13333
"424","Anexo IV","26000","MINISTERIO DA EDUCACAO",7,"2019",25470.17598,35893.61551,140327.96818,27131.14214,4484972.47017,93725.64067,"Ministério da Educação",16111
"425","Anexo IV","26000","MINISTERIO DA EDUCACAO",8,"2019",19888.65794,23807.51589,160216.62612,3432.88713,4484821.13539,96656.48823,"Ministério da Educação",18889
"426","Anexo IV","26000","MINISTERIO DA EDUCACAO",9,"2019",33229.45841,28348.43936,193446.08453,5775.42809,4454771.62949,105299.0579,"Ministério da Educação",21667
"427","Anexo IV","26000","MINISTERIO DA EDUCACAO",10,"2019",178868.70009,61750.67859,372314.78462,8734.78791,4241504.61494,141931.14093,"Ministério da Educação",24444
"428","Anexo IV","26000","MINISTERIO DA EDUCACAO",11,"2019",102105.96341,39030.02008,474420.74803,11118.28963,4037957.90488,89967.68235,"Ministério da Educação",27222
"429","Anexo IV","26000","MINISTERIO DA EDUCACAO",12,"2019",77962.26645,55961.38878,552383.01448,35.0689799999981,225240.26991,96283.51959,"Ministério da Educação",30000
